Team,Medal
Morocco,NA
Morocco,NA
Morocco,NA
Morocco,NA
Algeria,NA
Morocco,NA
Morocco,NA
Morocco,NA
Morocco,NA
Tunisia,NA
Morocco,NA
France,NA
France,NA
Algeria,NA
Algeria,NA
Algeria,NA
Algeria,NA
Algeria,NA
Morocco,NA
Morocco,NA
Morocco,NA
Morocco,NA
Morocco,NA
Peru,NA
Australia,Silver
Australia,Bronze
Australia,NA
Australia,Gold
Bermuda,NA
Bermuda,NA
Kazakhstan,NA
Kazakhstan,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,Gold
Ukraine,NA
Ukraine,NA
Ukraine,NA
Nigeria,NA
Japan,NA
Japan,NA
West Germany,NA
West Germany,NA
West Germany,NA
West Germany,NA
Greece,Bronze
Nigeria,NA
Iran,NA
Uganda,NA
Nigeria,Bronze
Nigeria,NA
Sweden,NA
Cuba,Gold
Cuba,Gold
Cuba,Silver
Serbia and Montenegro,NA
Nigeria,Silver
Syria,NA
Syria,NA
Syria,NA
Syria,NA
Hungary,NA
Hungary,NA
Nigeria,NA
Canada,Bronze
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria,Gold
Turkey,NA
Cote d'Ivoire,NA
France,NA
France,NA
Japan,NA
Japan,NA
Sierra Leone,NA
Sierra Leone,NA
Sierra Leone,NA
Great Britain,NA
Great Britain,Silver
Great Britain,NA
Great Britain,NA
Great Britain,Bronze
Great Britain,Bronze
Algeria,NA
Japan,NA
Japan,NA
Japan,Silver
Japan,NA
Japan,Bronze
France,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Japan,Bronze
Japan,NA
Kenya,NA
Kenya,NA
Japan,NA
Russia,NA
Russia,NA
Ghana,NA
Turkey,NA
Turkey,NA
Pakistan,NA
Pakistan,NA
Pakistan,NA
Iran,NA
Uzbekistan,NA
Saint Vincent and the Grenadines,NA
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,NA
Samoa,NA
Samoa,NA
Sweden,NA
Sweden,NA
Sweden,NA
Finland,NA
Sweden,NA
Sweden,NA
United States,Gold
Great Britain,NA
Great Britain,NA
Great Britain,NA
Sweden,NA
Sweden,NA
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,Gold
Ukraine,NA
Soviet Union,Gold
Kenya,NA
Kenya,NA
Russia,NA
Russia,NA
Russia,Silver
Russia,NA
Russia,Bronze
Russia,NA
Russia,Bronze
Russia,NA
Russia,Bronze
Russia,Gold
Cyprus,NA
Cyprus,NA
Cyprus,NA
Cyprus,NA
Uzbekistan,NA
Uzbekistan,NA
Kazakhstan,NA
Kazakhstan,NA
Iran,NA
Iran,NA
Iran,NA
Uzbekistan,Bronze
Kazakhstan,NA
Kazakhstan,NA
Russia,NA
Russia,NA
Russia,NA
Russia,Gold
Russia,Silver
Belarus,NA
Uzbekistan,NA
Uzbekistan,NA
Soviet Union,Bronze
Kazakhstan,NA
Kazakhstan,NA
Georgia,NA
Georgia,NA
Georgia,NA
Kyrgyzstan,NA
Kazakhstan,NA
Kazakhstan,NA
Soviet Union,NA
Soviet Union,NA
Bangladesh,NA
Bangladesh,NA
Bangladesh,NA
Pakistan,NA
Pakistan,Gold
Pakistan,NA
Pakistan,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Papua New Guinea,NA
Japan,NA
Nigeria,NA
Nigeria,NA
Uganda,NA
Uganda,NA
Japan,NA
Japan,NA
Soviet Union,Gold
Nigeria,NA
Nigeria-2,NA
United States,Gold
United States,Silver
United States,Bronze
Nigeria,NA
Nigeria,NA
Nigeria,NA
Great Britain,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Kenya,NA
Nigeria,NA
Japan,NA
Japan,NA
Japan,NA
Morocco,NA
Morocco,NA
Morocco,NA
Turkey,NA
Turkey,NA
Russia,Silver
Russia,Bronze
Russia,Bronze
Nigeria,NA
Ghana,NA
Ghana,NA
Ghana,NA
Togo,NA
Sudan,NA
Tanzania,NA
Finland,NA
Ghana,NA
Togo,NA
Togo,NA
Togo,NA
Togo,NA
Ghana,NA
Unified Team,Silver
Nigeria,NA
Nigeria,Bronze
Nigeria,NA
Sweden,NA
Egypt,NA
Egypt,NA
Pakistan,NA
Iraq,NA
Greece,NA
Tunisia,NA
Tunisia,NA
United States,Bronze
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Kazakhstan,NA
Soviet Union,NA
Soviet Union,Gold
Turkey,NA
Turkey,NA
Turkey,NA
Turkey,NA
Russia,Bronze
Russia,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,NA
Soviet Union,Bronze
Kazakhstan,NA
Russia,NA
Afghanistan,NA
Bangladesh,NA
Turkey,NA
Turkey,NA
Bangladesh,NA
Canada,NA
Ukraine,NA
Russia,NA
Kenya,NA
Japan,NA
Japan,NA
Nigeria,NA
Denmark,NA
Netherlands,NA
Lebanon,NA
Syria,Bronze
Iraq,NA
Qatar,NA
Qatar,NA
Qatar,NA
Qatar,NA
Qatar,NA
Qatar,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
Saudi Arabia,NA
Saudi Arabia,NA
Yemen,NA
Kuwait,NA
Individual Olympic Athletes,NA
Kuwait,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Iraq,NA
Oman,NA
Oman,NA
Oman,NA
Oman,NA
Kuwait,NA
Qatar,NA
Saudi Arabia,NA
Bahrain,NA
Qatar,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Oman,NA
Kuwait,NA
Kuwait,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
Kuwait,NA
Saudi Arabia,NA
Syria,NA
Syria,NA
United Arab Emirates,NA
Saudi Arabia,NA
Kuwait,NA
Lebanon,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
United Arab Emirates,NA
Qatar,NA
Qatar,NA
Qatar,NA
Palestine,NA
Qatar,NA
Qatar,NA
Qatar,NA
Qatar,NA
Qatar,NA
Qatar,Bronze
Qatar,NA
Qatar,NA
Qatar,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Jordan,NA
Egypt,NA
Lebanon,NA
Lebanon,NA
Lebanon,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Iraq,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Syria,NA
United Arab Emirates,NA
United Arab Emirates,NA
Oman,NA
Oman,NA
Kuwait,NA
Oman,NA
Oman,NA
Saudi Arabia,NA
United Arab Emirates,NA
Kuwait,NA
Kuwait,NA
United Arab Emirates,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Bahrain,NA
Bahrain,NA
Kuwait,NA
Syria,NA
Kuwait,NA
Oman,NA
Oman,NA
Oman,NA
Oman,NA
Oman,NA
Oman,NA
Kuwait,NA
Bahrain,NA
Kuwait,NA
Kuwait,NA
Palestine,NA
Kuwait,NA
Oman,NA
Oman,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Palestine,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,Bronze
Kuwait,NA
Kuwait,Bronze
Kuwait,NA
Individual Olympic Athletes,Gold
United Arab Emirates,NA
Kuwait,NA
Kuwait,NA
United Arab Emirates,NA
Kuwait,NA
Bahrain,NA
Bahrain,NA
Bahrain,NA
Saudi Arabia,NA
Qatar,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Qatar,NA
Qatar,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Bahrain,NA
Bahrain,NA
Bahrain,NA
Bahrain,NA
Bahrain,NA
Bahrain,NA
Bahrain,NA
Kuwait,NA
Kuwait,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,Bronze
Saudi Arabia,NA
Jordan,NA
Kuwait,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,Bronze
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Jordan,NA
Yemen,NA
Individual Olympic Athletes,NA
Jordan,NA
Jordan,NA
Jordan,NA
Kuwait,NA
Palestine,NA
Libya,NA
Bahrain,NA
Kuwait,NA
Yemen,NA
Egypt,NA
Yemen,NA
Saudi Arabia,NA
Qatar,NA
Bahrain,NA
Bahrain,NA
Saudi Arabia,NA
North Yemen,NA
North Yemen,NA
North Yemen,NA
Oman,NA
Kuwait,NA
Kuwait,NA
Saudi Arabia,NA
North Yemen,NA
Kuwait,NA
Saudi Arabia,NA
Oman,NA
Oman,NA
Oman,NA
Oman,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Qatar,NA
Qatar,NA
Saudi Arabia,NA
Qatar,NA
Saudi Arabia,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Saudi Arabia,NA
Kuwait,NA
Kuwait,NA
Qatar,NA
Qatar,NA
United Arab Emirates,NA
Jordan,NA
Jordan,NA
North Yemen,NA
Yemen,NA
Yemen,NA
Yemen,NA
Yemen,NA
Kuwait,NA
Saudi Arabia,NA
Saudi Arabia,NA
Kuwait,NA
Qatar,NA
Oman,NA
Kuwait,NA
Oman,NA
Oman,NA
Saudi Arabia,NA
Saudi Arabia,NA
Pakistan,Gold
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Oman,NA
Oman,NA
Jordan,NA
Jordan,NA
Oman,NA
Bahrain,NA
Jordan,NA
Qatar,NA
Oman,NA
Oman,NA
Oman,NA
Kuwait,NA
Kuwait,NA
Yemen,NA
Saudi Arabia,NA
Oman,NA
Kuwait,NA
Jordan,NA
Iran,NA
Qatar,NA
Yemen,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Yemen,NA
Oman,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
Saudi Arabia,NA
United Arab Emirates,NA
Qatar,NA
Lebanon,NA
Jordan,NA
Kuwait,NA
Kuwait,NA
United Arab Emirates,NA
Kuwait,NA
Qatar,NA
Jordan,NA
Iraq,NA
Bahrain,NA
Oman,NA
Oman,NA
Oman,NA
Oman,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Bahrain,NA
Bahrain,NA
Bahrain,NA
Kuwait,NA
Kuwait,NA
Qatar,NA
Oman,NA
Oman,NA
Oman,NA
Oman,NA
Oman,NA
Kuwait,NA
Kuwait,NA
Yemen,NA
Saudi Arabia,NA
Kuwait,NA
Qatar,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Yemen,NA
Saudi Arabia,NA
Saudi Arabia,NA
Oman,NA
Qatar,NA
Qatar,NA
Qatar,NA
Qatar,NA
Kuwait,NA
Jordan,NA
Oman,NA
Kuwait,NA
Bahrain,NA
Saudi Arabia,NA
Oman,NA
Kuwait,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,Gold
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
Qatar,NA
Oman,NA
Oman,NA
Oman,NA
Oman,NA
Oman,NA
Libya,NA
Saudi Arabia,NA
Kuwait,NA
Kuwait,NA
United Arab Emirates,NA
Iraq,NA
Kuwait,NA
Kuwait,NA
Oman,NA
Jordan,NA
Jordan,NA
Qatar,NA
Palestine,NA
United Arab Emirates,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Oman,NA
Kuwait,NA
Qatar,NA
Qatar,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Individual Olympic Athletes,NA
Saudi Arabia,NA
Qatar,NA
Kuwait,NA
Kuwait,NA
Saudi Arabia,NA
Bahrain,NA
Bahrain,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Kuwait,NA
Saudi Arabia,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Saudi Arabia,NA
United Arab Emirates,NA
Kuwait,NA
Kuwait,NA
Jordan,NA
Kuwait,NA
Oman,NA
United Arab Emirates,NA
Egypt,NA
Egypt,NA
Egypt,NA
Yemen,NA
Sudan,NA
Qatar,NA
Qatar,NA
Qatar,NA
Qatar,NA
Qatar,NA
Qatar,NA
Saudi Arabia,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Saudi Arabia,NA
Kuwait,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Kuwait,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Jordan,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Saudi Arabia,NA
Saudi Arabia,NA
United Arab Emirates,NA
Saudi Arabia,NA
Oman,NA
Morocco,NA
Kuwait,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Oman,NA
Oman,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Individual Olympic Athletes,Bronze
Kuwait,NA
Qatar,NA
Qatar,NA
Qatar,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
United Arab Emirates,NA
Egypt,NA
Yemen,NA
United Arab Emirates,NA
Egypt,NA
Saudi Arabia,NA
Saudi Arabia,NA
Bahrain,NA
Bahrain,NA
Qatar,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Bahrain,NA
Saudi Arabia,NA
United Arab Emirates,NA
Saudi Arabia,NA
Saudi Arabia,NA
Oman,NA
Oman,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,Bronze
Palestine,NA
Saudi Arabia,NA
Kuwait,NA
Syria,NA
Saudi Arabia,NA
Oman,NA
Saudi Arabia,NA
Saudi Arabia,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Qatar,NA
Qatar,NA
Kuwait,NA
North Yemen,NA
Syria,NA
Saudi Arabia,NA
Saudi Arabia,NA
Kuwait,NA
Saudi Arabia,NA
Oman,NA
Oman,NA
Oman,NA
Kuwait,NA
Individual Olympic Athletes,NA
Saudi Arabia,NA
Bahrain,NA
Qatar,NA
Qatar,NA
Qatar,NA
Oman,NA
Yemen,NA
Jordan,NA
Kuwait,NA
Morocco,NA
Morocco,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,Silver
Saudi Arabia,NA
Saudi Arabia,NA
Oman,NA
Yemen,NA
Qatar,NA
Oman,NA
Kuwait,NA
Kuwait,NA
Qatar,NA
Kuwait,NA
Qatar,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Qatar,NA
Qatar,NA
Qatar,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
United Arab Emirates,NA
Saudi Arabia,NA
Qatar,NA
Yemen,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Oman,NA
Kuwait,NA
Kuwait,NA
United Arab Emirates,NA
Saudi Arabia,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Kuwait,NA
Finland,NA
Finland,NA
Iraq,NA
Egypt,NA
Egypt,NA
Egypt,NA
Bulgaria,NA
Spain,NA
Spain,Gold
Spain,NA
Russia,NA
Nigeria,NA
Nigeria,NA
Belgium,NA
Belgium,NA
Finland,NA
Finland,NA
Turkey,NA
Turkey,NA
Australia,NA
Australia,NA
Argentina,NA
Fiji,NA
Pakistan,NA
Pakistan,NA
Bangladesh,NA
Bangladesh,NA
Bangladesh,NA
Pakistan,NA
Bangladesh,NA
Morocco,NA
Morocco,NA
Morocco,NA
Morocco,NA
Iran,NA
Iran,NA
Iran,NA
Ethiopia,NA
Benin,NA
Sweden,NA
Croatia,Silver
Croatia,NA
Morocco,NA
France,NA
France,NA
Qatar,NA
Spain,NA
Spain,NA
Mexico,NA
Mexico,NA
Spain,NA
France-2,NA
Spain,NA
Spain,NA
Spain,NA
Niger,NA
Benin,NA
Benin,NA
Benin,NA
Benin,NA
Finland,Bronze
Vanuatu,NA
Individual Olympic Athletes,NA
Individual Olympic Athletes,NA
Belarus,NA
Colombia,NA
Spain,NA
Spain,NA
Cuba,NA
Italy,NA
Italy,NA
Italy,Silver
Italy,NA
Italy,NA
Italy,Silver
Italy,Bronze
Italy,NA
Italy,Gold
Italy,NA
Italy,NA
Italy,Silver
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Russia,Bronze
Spain,Silver
Sweden,NA
Turkey,NA
Turkey,NA
Spain,NA
West Germany,Bronze
Italy,NA
Spain,NA
Sweden,NA
Sweden,NA
Sweden,NA
Australia,NA
Nigeria,NA
Germany,NA
Germany,NA
Canada,NA
Estonia,NA
Estonia,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Jamaica,NA
Jamaica,NA
Argentina,NA
Italy,NA
Spain,Bronze
Spain,NA
Netherlands,NA
Denmark,NA
Denmark,NA
Denmark,NA
Puerto Rico,NA
Sweden,NA
Uruguay,NA
Poland,NA
Poland,NA
Spain,NA
Russia,Gold
Russia,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Uzbekistan,NA
Moldova,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Canada-2,NA
Canada-1,NA
Austria,NA
Austria,NA
Bulgaria,NA
Brazil,NA
Brazil,NA
Switzerland,NA
Switzerland,NA
East Germany,Bronze
East Germany,NA
East Germany,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,Bronze
United States,NA
Romania,NA
Brazil,NA
Portugal,NA
Portugal,NA
Puerto Rico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Spain,NA
Spain,NA
Cuba,NA
Spain,NA
Mauritius,NA
Canada,NA
Canada,NA
Cuba,NA
United States,NA
United States,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Spain,NA
Spain,NA
Kazakhstan,NA
Germany,NA
Germany,NA
Germany,NA
Brazil,Bronze
Cuba,Gold
Spain,NA
Cuba,NA
Sudan,NA
Sudan,NA
Great Britain,NA
Guatemala,NA
Spain,NA
Mexico,NA
Ukraine,NA
Ukraine,NA
Italy,NA
Italy,NA
Sweden,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Australia,NA
Belgium,NA
Australia,NA
United States,NA
Great Britain,NA
United States,NA
Great Britain,NA
Jamaica,NA
Jamaica,NA
Jamaica,NA
India,NA
Yugoslavia,NA
Yugoslavia,NA
Romania,NA
Philippines,NA
Spain,NA
Spain,Silver
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,Silver
Spain,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Mexico,NA
New Zealand,NA
New Zealand,Gold
New Zealand,Silver
Brazil,NA
Puerto Rico,NA
Puerto Rico,NA
Dominican Republic,NA
Dominican Republic,NA
Lithuania,NA
Lithuania,Gold
Lithuania,Gold
Lithuania,Bronze
Lithuania,NA
Bulgaria,NA
Azerbaijan,NA
Azerbaijan,NA
Bulgaria,NA
Kyrgyzstan,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Kyrgyzstan,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,Silver
Kazakhstan,NA
Soviet Union-2,Bronze
Soviet Union-2,NA
Russia,NA
Belarus,NA
Bulgaria,NA
Russia,NA
Soviet Union,Gold
Kazakhstan,NA
Armenia,Bronze
Armenia,Gold
Armenia,NA
Armenia,NA
Azerbaijan,NA
Estonia,NA
Latvia,NA
Russia,NA
Belarus,NA
Russia,NA
Russia,NA
Russia,NA
Soviet Union-1,NA
Russia,NA
Soviet Union,NA
Israel,NA
Israel,NA
Israel,NA
Soviet Union,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Kazakhstan,NA
Belarus,NA
Belarus,NA
Serbia,NA
Serbia,Bronze
Serbia,Gold
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Belarus,NA
Nicaragua,NA
Spain,NA
Spain,NA
Ethiopia,NA
Ethiopia,NA
Ethiopia,NA
Ethiopia,NA
Ethiopia,NA
Ethiopia,NA
Ethiopia,NA
Ethiopia,NA
Ethiopia,NA
France,NA
Venezuela,NA
Venezuela,NA
Brazil,NA
Brazil,NA
Brazil,Silver
Brazil,Bronze
Brazil,NA
Australia,NA
Australia,NA
Monaco,NA
Monaco,NA
Monaco,NA
Greece,NA
Greece,NA
Greece,NA
Brazil,NA
Brazil,Silver
Greece,NA
Greece,NA
Trinidad and Tobago,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
British Virgin Islands,NA
Saint Vincent and the Grenadines,NA
Saint Vincent and the Grenadines,NA
Saint Vincent and the Grenadines,NA
Canada,Silver
Canada-1,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Trinidad and Tobago,NA
Trinidad and Tobago,NA
Trinidad and Tobago,NA
Trinidad and Tobago,NA
Great Britain,NA
Canada,Bronze
Canada,NA
Canada,NA
Mexico,NA
Sweden,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Iceland,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
France,Bronze
France,Gold
Argentina,NA
Argentina,NA
Argentina,NA
Brazil,Bronze
Brazil,Silver
Austria,NA
Austria,NA
Armenia,NA
Romania,Silver
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Greece,NA
Romania,NA
Romania,NA
Kazakhstan,NA
Soviet Union,Silver
Russia,NA
Russia,Bronze
Russia,NA
Mozambique,NA
Niger,Silver
Mexico,NA
Argentina,NA
Mexico,NA
Colombia,NA
Colombia,NA
Costa Rica,NA
El Salvador,NA
Soviet Union,NA
South Africa,NA
South Africa,NA
Hungary,NA
Spain,Gold
Cuba,NA
Cuba,NA
Cuba,NA
Cuba,NA
Cuba,NA
Cuba,NA
United States,Gold
United States Virgin Islands,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
Sweden,NA
Sweden,NA
Sweden,Gold
Sweden,NA
Sweden,Silver
Iceland,NA
Italy,NA
Philippines,NA
Bermuda,NA
Sweden,Gold
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,NA
Sweden,Silver
Sweden,NA
Sweden,NA
Sweden,NA
Nicaragua,NA
Niger,NA
Kuwait,NA
Kuwait,NA
Iraq,NA
Bahrain,NA
Egypt,NA
Ghana,NA
Sudan,NA
United Arab Emirates,NA
Papua New Guinea,NA
Papua New Guinea,NA
Papua New Guinea,NA
Yemen,NA
Kenya,NA
Bahrain,NA
Bahrain,NA
Bahrain,NA
Central African Republic,NA
Egypt,NA
Libya,NA
Pakistan,NA
Pakistan,NA
Madagascar,NA
Madagascar,NA
Morocco,NA
Morocco,NA
Cameroon,NA
Cameroon,NA
Cameroon,NA
Pakistan,NA
Niger,NA
Pakistan,NA
United Arab Emirates,NA
Iraq,NA
Great Britain,NA
Iraq,NA
Pakistan,Gold
Pakistan,NA
United States,Silver
Australia,NA
United States,NA
Maldives,NA
Qatar,NA
India,NA
Djibouti,NA
Iraq,NA
Djibouti,NA
Djibouti,NA
Djibouti,NA
Djibouti,NA
Iraq,NA
Niger,NA
Pakistan,NA
Egypt,NA
Egypt,NA
Pakistan,NA
Chad,NA
Djibouti,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Bosnia and Herzegovina,NA
Bosnia and Herzegovina,NA
Venezuela,NA
Puerto Rico,NA
Guam,NA
Moldova,NA
Canada,NA
Canada,NA
Canada,NA
Bulgaria,NA
Bulgaria,NA
Russia,Gold
Russia,Bronze
Kyrgyzstan,NA
Kyrgyzstan,NA
Soviet Union,Silver
Soviet Union,NA
Soviet Union,Gold
Finland,NA
Croatia,NA
Croatia,Bronze
Uzbekistan,NA
Benin,NA
Kazakhstan,NA
France,NA
France,NA
Russia,NA
Kazakhstan,NA
Kazakhstan,NA
Czech Republic,NA
Brazil,NA
Brazil,Silver
Brazil,NA
Brazil,NA
Brazil,NA
Morocco,NA
Russia,NA
Russia,NA
Russia,Gold
Russia,Bronze
Russia,NA
Russia,NA
Brazil-1,Silver
Brazil-1,Gold
South Africa,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
Nigeria,NA
